,Question,Generated Answer,Topic,BLEU Score,ROUGE Score,Inference Time
81,"""Apa yang dimaksud dengan Mandala di Candi Borobudur?""","Mandala adalah pola kompleks yang mewakili kosmos dalam Buddhisme, ditemukan dalam platform melingkar dan arsitektur Candi Borobudur. Ini berfungsi sebagai ruang suci untuk meditasi dan kontemplasi spiritual.",Budaya,"{'bleu': 0.14966430143807988, 'precisions': [0.36666666666666664, 0.1724137931034483, 0.10714285714285714, 0.07407407407407407], 'brevity_penalty': 1.0, 'length_ratio': 1.4285714285714286, 'translation_length': 30, 'reference_length': 21}","{'rouge1': 0.409090909090909, 'rouge2': 0.2380952380952381, 'rougeL': 0.3636363636363636, 'rougeLsum': 0.3636363636363636}",3.7967476844787598
82,"""Apa yang bisa kita pelajari dari Candi Borobudur dalam konteks seni, arsitektur, dan kebudayaan pada masa itu?""","Candi Borobudur memberikan wawasan tentang keterampilan arsitektur, seni dan simbolisme, serta budaya dan spiritualitas masyarakat pada masa lalu.",Budaya,"{'bleu': 0.0, 'precisions': [0.5238095238095238, 0.15, 0.0, 0.0], 'brevity_penalty': 0.25133906849616483, 'length_ratio': 0.42, 'translation_length': 21, 'reference_length': 50}","{'rouge1': 0.3928571428571429, 'rouge2': 0.22222222222222227, 'rougeL': 0.32142857142857145, 'rougeLsum': 0.3928571428571429}",3.1128089427948
83,"""Apa peran Candi Borobudur dalam menyatukan berbagai elemen budaya dan agama di Indonesia?""","Candi Borobudur berperan sebagai simbol keberagaman budaya dan agama di Indonesia, menyatukan berbagai elemen budaya dan agama Hindu-Budha.",Budaya,"{'bleu': 0.20022598616761733, 'precisions': [0.7, 0.5263157894736842, 0.4444444444444444, 0.29411764705882354], 'brevity_penalty': 0.4274149319487267, 'length_ratio': 0.5405405405405406, 'translation_length': 20, 'reference_length': 37}","{'rouge1': 0.5384615384615385, 'rouge2': 0.36, 'rougeL': 0.5, 'rougeLsum': 0.5}",2.594057321548462
84,"""Apa yang dapat dipelajari dari representasi binatang-binatang di lantai teras Candi Borobudur?""","Dari representasi binatang-binatang di lantai teras Candi Borobudur, kita dapat mempelajari tentang simbolisme dan makna filosofis dalam ajaran Buddha. Binatang-binatang yang digambarkan memiliki makna yang terkait dengan konsep kosmologi dan kehidupan.",Budaya,"{'bleu': 0.22738867141813376, 'precisions': [0.7352941176470589, 0.48484848484848486, 0.34375, 0.25806451612903225], 'brevity_penalty': 0.539211679500719, 'length_ratio': 0.6181818181818182, 'translation_length': 34, 'reference_length': 55}","{'rouge1': 0.5999999999999999, 'rouge2': 0.41025641025641024, 'rougeL': 0.42500000000000004, 'rougeLsum': 0.42500000000000004}",3.5687341690063477
85,"""Apakah ada keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha?""","Ya, terdapat keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha, karena elemen-elemen lantai teras mencerminkan perjalanan spiritual yang terkait dengan praktik meditasi.",Budaya,"{'bleu': 0.108876993318538, 'precisions': [0.6666666666666666, 0.38461538461538464, 0.28, 0.16666666666666666], 'brevity_penalty': 0.32919298780790557, 'length_ratio': 0.47368421052631576, 'translation_length': 27, 'reference_length': 57}","{'rouge1': 0.4675324675324676, 'rouge2': 0.3466666666666666, 'rougeL': 0.33766233766233766, 'rougeLsum': 0.33766233766233766}",2.7320542335510254
86,"""Bagaimana Candi Borobudur mencerminkan konsep keindahan pada masa itu?""","Candi Borobudur mencerminkan keindahan melalui arsitektur dan ukiran yang menggambarkan keagungan alam semesta dan cerita-cerita Buddha. Namun, saya tidak memiliki informasi tentang konsep keindahan yang dianut pada masa itu.",Budaya,"{'bleu': 0.29705344069848183, 'precisions': [0.625, 0.3870967741935484, 0.23333333333333334, 0.13793103448275862], 'brevity_penalty': 1.0, 'length_ratio': 1.4545454545454546, 'translation_length': 32, 'reference_length': 22}","{'rouge1': 0.7755102040816326, 'rouge2': 0.5106382978723404, 'rougeL': 0.5306122448979592, 'rougeLsum': 0.5306122448979592}",3.7780725955963135
87,"""Apa hubungan antara simbol-simbol agama dalam Candi Borobudur dengan struktur sosial masyarakat pada masa lalu?""","Simbol-simbol agama dalam Candi Borobudur mencerminkan nilai-nilai, ajaran, dan struktur sosial masyarakat pada masa lalu. Pola dan tata letak bangunan candi juga menunjukkan hierarki dan struktur kekuasaan dalam masyarakat.",Budaya,"{'bleu': 0.15154194443993274, 'precisions': [0.9090909090909091, 0.5625, 0.3870967741935484, 0.26666666666666666], 'brevity_penalty': 0.316157379963686, 'length_ratio': 0.4647887323943662, 'translation_length': 33, 'reference_length': 71}","{'rouge1': 0.5894736842105263, 'rouge2': 0.4086021505376344, 'rougeL': 0.5263157894736842, 'rougeLsum': 0.5263157894736842}",2.9568119049072266
88,"""Apa yang dapat kita pelajari dari tipologi atap bangunan berkonstruksi kayu di Candi Borobudur?""","Ya, tidak apa untuk bilang tidak tahu jika Anda tidak memiliki informasi yang relevan. Misalnya, jika Anda tidak tahu apa-apa tentang tipologi atap bangunan berkonstruksi kayu di Candi Borobudur, Anda dapat mengatakan, ""Maaf, saya tidak tahu banyak tentang topik itu.""",Budaya,"{'bleu': 0.13682885899432973, 'precisions': [0.3469387755102041, 0.20833333333333334, 0.14893617021276595, 0.13043478260869565], 'brevity_penalty': 0.7068486033780922, 'length_ratio': 0.7424242424242424, 'translation_length': 49, 'reference_length': 66}","{'rouge1': 0.22, 'rouge2': 0.14285714285714285, 'rougeL': 0.19999999999999998, 'rougeLsum': 0.19999999999999998}",3.17154860496521
89,"""Upacara dan festival apa yang diselenggarakan di Candi Borobudur?""","Candi Borobudur menyelenggarakan upacara dan festival Buddhis, termasuk Waisak dan Purnama. Upacara ini melibatkan nyanyian kitab suci, meditasi, dan mempersembahkan lilin dan dupa.",Budaya,"{'bleu': 0.0, 'precisions': [0.4642857142857143, 0.1111111111111111, 0.0, 0.0], 'brevity_penalty': 0.42437284567694994, 'length_ratio': 0.5384615384615384, 'translation_length': 28, 'reference_length': 52}","{'rouge1': 0.26229508196721313, 'rouge2': 0.03389830508474577, 'rougeL': 0.13114754098360656, 'rougeLsum': 0.13114754098360656}",2.1823463439941406
90,"""Apa arti budaya unik dari Candi Borobudur?""","Budaya unik Candi Borobudur mengacu pada tradisi dan warisan budaya yang kaya yang terkait dengan candi dan lingkungan sekitarnya, termasuk ritual, adat istiadat, dan praktik lokal. Keunikan budaya ini berkontribusi pada daya tarik candi sebagai tujuan wisata budaya.",Budaya,"{'bleu': 0.26389335260384866, 'precisions': [0.4418604651162791, 0.2857142857142857, 0.21951219512195122, 0.175], 'brevity_penalty': 1.0, 'length_ratio': 1.9545454545454546, 'translation_length': 43, 'reference_length': 22}","{'rouge1': 0.631578947368421, 'rouge2': 0.4363636363636364, 'rougeL': 0.5614035087719298, 'rougeLsum': 0.5614035087719298}",2.832484245300293
91,"""Apa pesan atau nilai yang dapat diambil dari pembangunan Candi Borobudur untuk generasi masa kini?""","Pembangunan Candi Borobudur menekankan pentingnya pelestarian budaya, toleransi beragama, keunggulan artistik, dan pemahaman sejarah. Candi ini juga menjadi simbol identitas budaya Indonesia.",Budaya,"{'bleu': 0.0, 'precisions': [0.18518518518518517, 0.07692307692307693, 0.04, 0.0], 'brevity_penalty': 0.9636404443012863, 'length_ratio': 0.9642857142857143, 'translation_length': 27, 'reference_length': 28}","{'rouge1': 0.6341463414634148, 'rouge2': 0.41025641025641024, 'rougeL': 0.5853658536585366, 'rougeLsum': 0.5853658536585366}",2.9613208770751953
92,"""Apakah ada ritual atau upacara yang terkait dengan Stupa di Candi Borobudur?""","Ya, ada ritual dan upacara yang terkait dengan Stupa di Candi Borobudur, seperti perayaan festival Vaisakha atau 'Ulang Tahun Buddha'.",Budaya,"{'bleu': 0.27748702735605824, 'precisions': [0.391304347826087, 0.3181818181818182, 0.23809523809523808, 0.2], 'brevity_penalty': 1.0, 'length_ratio': 1.15, 'translation_length': 23, 'reference_length': 20}","{'rouge1': 0.4324324324324324, 'rouge2': 0.34285714285714286, 'rougeL': 0.4324324324324324, 'rougeLsum': 0.4324324324324324}",3.520519495010376
93,"""Bagaimana pengaruh tipologi atap terhadap keseluruhan desain bangunan Candi Borobudur?""","Potongan konteks yang diberikan tidak membahas secara spesifik pengaruh tipologi atap terhadap keseluruhan desain bangunan Candi Borobudur. Oleh karena itu, saya tidak dapat menjawab pertanyaan Anda.",Budaya,"{'bleu': 0.0, 'precisions': [0.27586206896551724, 0.07142857142857142, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.2083333333333333, 'translation_length': 29, 'reference_length': 24}","{'rouge1': 0.2608695652173913, 'rouge2': 0.0909090909090909, 'rougeL': 0.17391304347826086, 'rougeLsum': 0.17391304347826086}",3.608241558074951
94,"""Apakah terdapat perbedaan makna antara relief-relief di lantai teras utama dan lantai teras pelengkap?""","Ya, terdapat perbedaan makna antara relief-relief di lantai teras utama dan lantai teras pelengkap, karena mencerminkan tahapan perjalanan spiritual yang berbeda dalam ajaran Buddha.",Budaya,"{'bleu': 0.09816982728322021, 'precisions': [0.5925925925925926, 0.38461538461538464, 0.28, 0.16666666666666666], 'brevity_penalty': 0.30568956507807943, 'length_ratio': 0.4576271186440678, 'translation_length': 27, 'reference_length': 59}","{'rouge1': 0.36363636363636365, 'rouge2': 0.26666666666666666, 'rougeL': 0.33766233766233766, 'rougeLsum': 0.33766233766233766}",3.0851519107818604
95,"""Apa saja kegiatan yang ada di aktivitas Public Relations Candi Borobudur?""","Tentu, berikut adalah beberapa kegiatan yang ada dalam aktivitas Public Relations Taman Wisata Candi Borobudur:- Hubungan dengan karyawan, seperti darmawisata, penerbitan majalah internal, dan kegiatan olahraga- Hubungan dengan pelanggan, komunitas, dan media untuk mempengaruhi persepsi pengunjung terhadap citra TWC Borobudur",Budaya,"{'bleu': 0.378270630460175, 'precisions': [0.625, 0.574468085106383, 0.5434782608695652, 0.5111111111111111], 'brevity_penalty': 0.6731188730678771, 'length_ratio': 0.7164179104477612, 'translation_length': 48, 'reference_length': 67}","{'rouge1': 0.5681818181818181, 'rouge2': 0.5348837209302325, 'rougeL': 0.5681818181818181, 'rougeLsum': 0.5681818181818181}",4.039555072784424
96,"""Mengapa Candi Borobudur menjadi Situs Warisan Dunia UNESCO?""",Candi Borobudur ditetapkan sebagai Situs Warisan Dunia UNESCO karena signifikansi arsitekturnya yang luar biasa dan nilai budayanya yang kaya sebagai monumen peradaban Jawa kuno.,Budaya,"{'bleu': 0.3827821792442951, 'precisions': [0.68, 0.4583333333333333, 0.34782608695652173, 0.2727272727272727], 'brevity_penalty': 0.9231163463866358, 'length_ratio': 0.9259259259259259, 'translation_length': 25, 'reference_length': 27}","{'rouge1': 0.6530612244897959, 'rouge2': 0.4680851063829787, 'rougeL': 0.5714285714285714, 'rougeLsum': 0.5714285714285714}",3.614888906478882
97,"""Apa yang dapat diketahui tentang siklus hidup atau kematian dari relief-relief di Borobudur dalam konteks arkeoastronomi?""","Relief-relief Borobudur menyajikan informasi tentang siklus hidup dan kematian melalui penggambaran peristiwa astronomi yang berkaitan dengan siklus alam dan kehidupan manusia. Objek-objek astronomi seperti matahari, bulan, dan bintang, serta adegan kehidupan masyarakat kuno yang terkait dengan peristiwa astronomi, memberikan wawasan tentang siklus ini.",Budaya,"{'bleu': 0.0, 'precisions': [0.30612244897959184, 0.125, 0.02127659574468085, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.75, 'translation_length': 49, 'reference_length': 28}","{'rouge1': 0.3768115942028985, 'rouge2': 0.1492537313432836, 'rougeL': 0.26086956521739135, 'rougeLsum': 0.26086956521739135}",3.792753219604492
98,"""Apa makna dari struktur hirarki dalam Candi Borobudur, terutama dari perspektif agama?""","Struktur hirarki dalam Candi Borobudur mencerminkan konsep kosmologi Buddha yang terbagi menjadi tiga tingkat kehidupan, yaitu Kamadhatu, Rupadhatu, dan Arupadhatu. Setiap tingkat memiliki simbolisme dan makna yang terkait dengan perjalanan spiritual dan pencapaian pencerahan.",Budaya,"{'bleu': 0.2230552180804983, 'precisions': [0.9743589743589743, 0.8947368421052632, 0.8378378378378378, 0.7777777777777778], 'brevity_penalty': 0.256924153818043, 'length_ratio': 0.42391304347826086, 'translation_length': 39, 'reference_length': 92}","{'rouge1': 0.5892857142857143, 'rouge2': 0.5454545454545454, 'rougeL': 0.5892857142857143, 'rougeLsum': 0.5892857142857143}",3.990403175354004
99,"""Bagaimana elemen-elemen profan seperti pariwisata terintegrasi dalam konteks Candi Borobudur?""",Elemen profan seperti pariwisata terintegrasi dalam konteks Candi Borobudur melalui pemanfaatan nilai sakral candi yang bergeser menjadi nilai profan dalam industri pariwisata.,Budaya,"{'bleu': 0.03089718713858798, 'precisions': [0.9565217391304348, 0.9090909090909091, 0.8571428571428571, 0.8], 'brevity_penalty': 0.035160707398491885, 'length_ratio': 0.23, 'translation_length': 23, 'reference_length': 100}","{'rouge1': 0.3859649122807018, 'rouge2': 0.35714285714285715, 'rougeL': 0.3859649122807018, 'rougeLsum': 0.3859649122807018}",2.277878761291504
100,"""Apa itu Stupa dalam konteks Candi Borobudur?""",Stupa adalah struktur suci dalam arsitektur Buddha yang terdapat pada Candi Borobudur. Saya tidak memiliki informasi lebih lanjut tentang stupa dalam konteks Candi Borobudur.,Pemugaran,"{'bleu': 0.17004630721751066, 'precisions': [0.38461538461538464, 0.2, 0.125, 0.08695652173913043], 'brevity_penalty': 1.0, 'length_ratio': 1.625, 'translation_length': 26, 'reference_length': 16}","{'rouge1': 0.5, 'rouge2': 0.29411764705882354, 'rougeL': 0.3333333333333333, 'rougeLsum': 0.3333333333333333}",2.665158987045288
101,"""Bagaimana peran UNESCO dalam melestarikan Candi Borobudur?""","UNESCO memberikan dukungan dan bantuan dalam pelestarian, pemeliharaan, dan pengembangan Candi Borobudur sebagai warisan budaya yang penting. Keanggotaannya sebagai Situs Warisan Dunia juga meningkatkan kesadaran global akan pentingnya pelestarian situs bersejarah ini.",Pemugaran,"{'bleu': 0.4834389064001793, 'precisions': [0.6111111111111112, 0.5142857142857142, 0.4411764705882353, 0.3939393939393939], 'brevity_penalty': 1.0, 'length_ratio': 1.1612903225806452, 'translation_length': 36, 'reference_length': 31}","{'rouge1': 0.6666666666666666, 'rouge2': 0.5818181818181819, 'rougeL': 0.5964912280701754, 'rougeLsum': 0.5964912280701754}",2.7563352584838867
102,"""Apa saja kegiatan yang ada di aktivitas Public Relations Candi Borobudur?""","Saya tidak menemukan informasi itu dalam konteks yang diberikan. Namun, saya dapat mengonfirmasi bahwa kegiatan Public Relations meliputi hubungan dengan karyawan, pelanggan, komunitas, dan media.",Pemugaran,"{'bleu': 0.04609233636295436, 'precisions': [0.5806451612903226, 0.26666666666666666, 0.1724137931034483, 0.10714285714285714], 'brevity_penalty': 0.19930813677931214, 'length_ratio': 0.38271604938271603, 'translation_length': 31, 'reference_length': 81}","{'rouge1': 0.3023255813953488, 'rouge2': 0.14285714285714288, 'rougeL': 0.2558139534883721, 'rougeLsum': 0.2558139534883721}",3.1193599700927734
103,"""Apa pesan spiritual yang ingin disampaikan melalui ukiran-ukiran di lantai teras Candi Borobudur?""",Pesan spiritual yang ingin disampaikan adalah tentang perjalanan spiritual manusia menuju pencerahan dan pembebasan dari siklus kelahiran dan kematian. Ukiran-ukiran tersebut menggambarkan tahapan perjalanan spiritual Bodhisattvabhumi yang mencakup tujuh tingkatan pencapaian spiritual.,Pemugaran,"{'bleu': 0.49883158190807897, 'precisions': [0.5588235294117647, 0.5151515151515151, 0.5, 0.4838709677419355], 'brevity_penalty': 0.9710165517924371, 'length_ratio': 0.9714285714285714, 'translation_length': 34, 'reference_length': 35}","{'rouge1': 0.65625, 'rouge2': 0.6129032258064516, 'rougeL': 0.59375, 'rougeLsum': 0.59375}",2.9510369300842285
104,"""Apakah terdapat hubungan antara jenis tanah di sekitar Candi Borobudur dengan jenis tanaman yang tumbuh di sana?""","Ya, terdapat hubungan antara jenis tanah dan jenis tanaman yang tumbuh di sekitar Candi Borobudur karena tanah di sana terdiri dari material vulkanik dan material longsoran.",Pemugaran,"{'bleu': 0.1348229276704145, 'precisions': [0.75, 0.4444444444444444, 0.34615384615384615, 0.24], 'brevity_penalty': 0.33050190452744904, 'length_ratio': 0.4745762711864407, 'translation_length': 28, 'reference_length': 59}","{'rouge1': 0.5333333333333333, 'rouge2': 0.3835616438356164, 'rougeL': 0.32, 'rougeLsum': 0.32}",2.7980082035064697
105,"""Apakah ada peran penting Candi Borobudur dalam diplomasi budaya?""","Ya, Candi Borobudur memiliki peran penting dalam diplomasi budaya Indonesia sebagai simbol warisan budaya yang diakui secara internasional.",Pemugaran,"{'bleu': 0.15852878843518034, 'precisions': [1.0, 0.8947368421052632, 0.7222222222222222, 0.5882352941176471], 'brevity_penalty': 0.20189651799465547, 'length_ratio': 0.38461538461538464, 'translation_length': 20, 'reference_length': 52}","{'rouge1': 0.6, 'rouge2': 0.5172413793103449, 'rougeL': 0.5666666666666667, 'rougeLsum': 0.5666666666666667}",3.256664991378784
106,"""Bagaimana situasi politik di Indonesia pada saat pengeboman Candi Borobudur terjadi?""","Potongan teks yang diberikan tidak berisi informasi tentang situasi politik Indonesia saat pengeboman Candi Borobudur. Oleh karena itu, saya tidak dapat menjawab pertanyaan Anda.",Pemugaran,"{'bleu': 0.10332090908268508, 'precisions': [0.2962962962962963, 0.11538461538461539, 0.08, 0.041666666666666664], 'brevity_penalty': 1.0, 'length_ratio': 1.0384615384615385, 'translation_length': 27, 'reference_length': 26}","{'rouge1': 0.34782608695652173, 'rouge2': 0.1818181818181818, 'rougeL': 0.34782608695652173, 'rougeLsum': 0.34782608695652173}",2.7428245544433594
107,"""Apa tujuan dari pelaku pengeboman Candi Borobudur tahun 1985?""",Undefined,Pemugaran,"{'bleu': 0.0, 'precisions': [0.0, 0.0, 0.0, 0.0], 'brevity_penalty': 8.533047625744066e-17, 'length_ratio': 0.02631578947368421, 'translation_length': 1, 'reference_length': 38}","{'rouge1': 0.0, 'rouge2': 0.0, 'rougeL': 0.0, 'rougeLsum': 0.0}",3.229142665863037
108,"""Apa cerita atau mitos lokal yang terkait dengan Candi Borobudur?""",Saya tidak menemukan informasi apa pun tentang cerita atau mitos lokal yang terkait dengan Candi Borobudur dalam potongan teks yang Anda berikan.,Pemugaran,"{'bleu': 0.0730270994392118, 'precisions': [0.4782608695652174, 0.22727272727272727, 0.14285714285714285, 0.1], 'brevity_penalty': 0.36787944117144233, 'length_ratio': 0.5, 'translation_length': 23, 'reference_length': 46}","{'rouge1': 0.31746031746031744, 'rouge2': 0.16393442622950818, 'rougeL': 0.25396825396825395, 'rougeLsum': 0.25396825396825395}",3.283170700073242
109,"""Apa dampak pariwisata terhadap pelestarian dan pemahaman terhadap Candi Borobudur?""","Pariwisata memberikan dampak positif seperti meningkatkan kesadaran akan pelestarian dan pendapatan masyarakat, namun juga menimbulkan tantangan seperti risiko kerusakan fisik. Pengelolaan pariwisata yang bijaksana sangat penting untuk menyeimbangkan dampak positif dan negatif.",Pemugaran,"{'bleu': 0.0, 'precisions': [0.2, 0.058823529411764705, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.1290322580645162, 'translation_length': 35, 'reference_length': 31}","{'rouge1': 0.20689655172413793, 'rouge2': 0.07142857142857142, 'rougeL': 0.20689655172413793, 'rougeLsum': 0.20689655172413793}",3.3076295852661133
110,"""Apakah ada rencana untuk melibatkan komunitas internasional dalam pelestarian Candi Borobudur?""","Ya, ada rencana untuk melibatkan komunitas internasional dalam pelestarian Candi Borobudur, termasuk kerja sama, pendanaan, dan pertukaran pengetahuan.",Pemugaran,"{'bleu': 0.24414809765667478, 'precisions': [0.6956521739130435, 0.5454545454545454, 0.47619047619047616, 0.45], 'brevity_penalty': 0.45721172797475435, 'length_ratio': 0.5609756097560976, 'translation_length': 23, 'reference_length': 41}","{'rouge1': 0.46153846153846156, 'rouge2': 0.39999999999999997, 'rougeL': 0.46153846153846156, 'rougeLsum': 0.46153846153846156}",3.598442792892456
111,"""Bagaimana pemugaran pertama Candi Borobudur dilakukan?""",Saya tidak memiliki informasi itu dalam konteks yang diberikan. Saya tidak dapat menjawab pertanyaan Anda.,Pemugaran,"{'bleu': 0.0, 'precisions': [0.17647058823529413, 0.0, 0.0, 0.0], 'brevity_penalty': 0.08453511783334167, 'length_ratio': 0.288135593220339, 'translation_length': 17, 'reference_length': 59}","{'rouge1': 0.029850746268656716, 'rouge2': 0.0, 'rougeL': 0.029850746268656716, 'rougeLsum': 0.029850746268656716}",2.8763978481292725
112,"""Bagaimana bentuk Stupa di Candi Borobudur berkaitan dengan konsep kebijaksanaan dan pencerahan?""",Bentuk Stupa di Candi Borobudur melambangkan perjalanan para yogin dalam mencapai Kebuddhaan dan mewakili roda kosmos yang merefleksikan dharma Buddha dan keseimbangan.,Pemugaran,"{'bleu': 0.06735416001088479, 'precisions': [0.6521739130434783, 0.36363636363636365, 0.19047619047619047, 0.1], 'brevity_penalty': 0.2598044394455425, 'length_ratio': 0.42592592592592593, 'translation_length': 23, 'reference_length': 54}","{'rouge1': 0.40579710144927533, 'rouge2': 0.20895522388059704, 'rougeL': 0.40579710144927533, 'rougeLsum': 0.40579710144927533}",2.4823291301727295
113,"""Bagaimana bentuk stupa di Candi Borobudur berhubungan dengan ruangnya?""","Bentuk stupa di Candi Borobudur terhubung dengan ruangnya, dengan setiap volume stupa tumbuh secara simetris dengan sumbu yang naik secara vertikal dari pusatnya. Bentuk stupa juga dipengaruhi oleh konsep agama dan memiliki karakteristik umum di berbagai variasi.",Pemugaran,"{'bleu': 0.09589377434140514, 'precisions': [0.975, 0.8205128205128205, 0.6842105263157895, 0.6216216216216216], 'brevity_penalty': 0.1255564274931972, 'length_ratio': 0.3252032520325203, 'translation_length': 40, 'reference_length': 123}","{'rouge1': 0.5255474452554745, 'rouge2': 0.4444444444444444, 'rougeL': 0.4963503649635037, 'rougeLsum': 0.4963503649635037}",3.848069906234741
114,"""Bagaimana kondisi Candi Borobudur selama periode kolonial Belanda?""","Selama periode kolonial Belanda, Candi Borobudur mengalami penelitian dan pemugaran untuk melestarikan dan memahami nilai sejarah dan budayanya.",Pemugaran,"{'bleu': 0.10743361603883624, 'precisions': [0.65, 0.47368421052631576, 0.3333333333333333, 0.23529411764705882], 'brevity_penalty': 0.27253179303401254, 'length_ratio': 0.43478260869565216, 'translation_length': 20, 'reference_length': 46}","{'rouge1': 0.41379310344827586, 'rouge2': 0.32142857142857145, 'rougeL': 0.41379310344827586, 'rougeLsum': 0.41379310344827586}",3.5466017723083496
115,"""Bagaimana tingkat erosi tanah di kawasan Candi Borobudur mempengaruhi kelestarian struktur batuan candi?""","Maaf, informasi tersebut tidak tersedia dalam konteks yang diberikan. Saya tidak dapat menjawab pertanyaan Anda.",Pemugaran,"{'bleu': 0.0, 'precisions': [0.16666666666666666, 0.0, 0.0, 0.0], 'brevity_penalty': 0.24935220877729622, 'length_ratio': 0.4186046511627907, 'translation_length': 18, 'reference_length': 43}","{'rouge1': 0.03773584905660377, 'rouge2': 0.0, 'rougeL': 0.03773584905660377, 'rougeLsum': 0.03773584905660377}",3.6305394172668457
116,"""Kapan pemugaran pertama Candi Borobudur selesai dilakukan?""","Pemugaran pertama Candi Borobudur selesai dilakukan pada masa pemerintahan Sir Thomas Stamford Raffles. Namun, saya tidak memiliki informasi kapan tepatnya pemugaran tersebut selesai.",Pemugaran,"{'bleu': 0.4763897220229857, 'precisions': [0.5384615384615384, 0.48, 0.4583333333333333, 0.43478260869565216], 'brevity_penalty': 1.0, 'length_ratio': 1.1304347826086956, 'translation_length': 26, 'reference_length': 23}","{'rouge1': 0.6046511627906976, 'rouge2': 0.5853658536585366, 'rougeL': 0.6046511627906976, 'rougeLsum': 0.6046511627906976}",3.3121159076690674
117,"""Apa tantangan utama dalam pemugaran Candi Borobudur?""","Tantangan utama dalam pemugaran Candi Borobudur meliputi pemulihan kerusakan akibat pengabaian, kerusakan alam, dan perlindungan dari kerusakan akibat air hujan. Jika saya tidak mengetahui jawabannya, saya akan mengatakan bahwa saya tidak tahu.",Pemugaran,"{'bleu': 0.5149233758022456, 'precisions': [0.6216216216216216, 0.5277777777777778, 0.4857142857142857, 0.4411764705882353], 'brevity_penalty': 1.0, 'length_ratio': 1.15625, 'translation_length': 37, 'reference_length': 32}","{'rouge1': 0.6779661016949152, 'rouge2': 0.5964912280701755, 'rougeL': 0.6779661016949152, 'rougeLsum': 0.6779661016949152}",3.0640687942504883
118,"""Bagaimana kondisi Candi Borobudur saat ini dan upaya apa yang telah dilakukan untuk pelestariannya?""",Candi Borobudur saat ini dalam kondisi yang memerlukan perhatian khusus. Upaya pelestarian telah dilakukan melalui pemugaran dan pemanfaatan candi sebagai sumber pembelajaran sejarah dan pengembangan ekonomi lokal.,Pemugaran,"{'bleu': 0.510154433288328, 'precisions': [0.6206896551724138, 0.5357142857142857, 0.48148148148148145, 0.4230769230769231], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 29, 'reference_length': 29}","{'rouge1': 0.6153846153846153, 'rouge2': 0.5599999999999999, 'rougeL': 0.6153846153846153, 'rougeLsum': 0.6153846153846153}",3.346440076828003
119,"""Apa dampak pemugaran pertama terhadap keberlanjutan Candi Borobudur?""",Pemugaran pertama berhasil memulihkan keagungan candi dan memungkinkan Candi Borobudur terus dinikmati dan dipelajari oleh generasi selanjutnya.,Pemugaran,"{'bleu': 0.10162202446181388, 'precisions': [0.8888888888888888, 0.6470588235294118, 0.4375, 0.26666666666666666], 'brevity_penalty': 0.19966564006790186, 'length_ratio': 0.3829787234042553, 'translation_length': 18, 'reference_length': 47}","{'rouge1': 0.5084745762711864, 'rouge2': 0.3508771929824561, 'rougeL': 0.5084745762711864, 'rougeLsum': 0.5084745762711864}",3.423267126083374
120,"""Bagaimana respon pemerintah terhadap pengeboman Candi Borobudur?""",Undefined,Pemugaran,"{'bleu': 0.0, 'precisions': [0.0, 0.0, 0.0, 0.0], 'brevity_penalty': 2.3195228302435696e-16, 'length_ratio': 0.02702702702702703, 'translation_length': 1, 'reference_length': 37}","{'rouge1': 0.0, 'rouge2': 0.0, 'rougeL': 0.0, 'rougeLsum': 0.0}",3.4836790561676025
121,"""Bagaimana peran ukiran dan relief dalam konteks Stupa di Candi Borobudur?""","Ukiran dan relief di Stupa Candi Borobudur menggambarkan ajaran Buddha, berfungsi sebagai bantuan meditasi, dan melestarikan pengetahuan budaya dan sejarah.",Pemugaran,"{'bleu': 0.05110130853142842, 'precisions': [0.8695652173913043, 0.5454545454545454, 0.2857142857142857, 0.15], 'brevity_penalty': 0.1353352832366127, 'length_ratio': 0.3333333333333333, 'translation_length': 23, 'reference_length': 69}","{'rouge1': 0.45000000000000007, 'rouge2': 0.23076923076923078, 'rougeL': 0.325, 'rougeLsum': 0.325}",2.7343244552612305
122,"""Apa peran tanah dan batuan dalam menciptakan daya tarik wisata di sekitar Candi Borobudur?""","Tanah dan batuan membentuk lingkungan fisik yang unik, termasuk bukit batuan lapuk dan dataran luas yang menarik bagi wisatawan.Struktur geologi dan bentuk alam yang dihasilkan berkontribusi pada daya tarik wisata Candi Borobudur.",Pemugaran,"{'bleu': 0.061050457359041105, 'precisions': [0.7222222222222222, 0.4, 0.14705882352941177, 0.06060606060606061], 'brevity_penalty': 0.2710219254771062, 'length_ratio': 0.43373493975903615, 'translation_length': 36, 'reference_length': 83}","{'rouge1': 0.46728971962616817, 'rouge2': 0.26666666666666666, 'rougeL': 0.2990654205607477, 'rougeLsum': 0.2990654205607477}",2.9378433227539062
